Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
N1,19/10/2025,13:30,Excelsior,For Sittard,1,0,H,1,0,H,11,15,5,6,10,18,4,2,0,3,0,0,2.3,3.4,3.1,2.25,3.6,2.9,2.25,3.65,3.02,2.22,3.53,2.96,2.05,3.4,3.7,2.1,3.69,3.62,2.09,3.49,3.39
N1,19/10/2025,13:30,Groningen,Sparta Rotterdam,0,2,A,0,1,A,12,8,0,2,11,10,7,4,3,2,0,0,1.83,3.75,4.2,1.9,3.6,3.9,1.85,3.63,4.23,1.84,3.62,4,1.73,3.9,4.75,1.75,3.96,4.68,1.74,3.77,4.41
N1,19/10/2025,15:45,Heracles,Feyenoord,0,7,A,0,4,A,4,19,0,12,11,13,2,8,1,2,0,0,7,5.5,1.36,7,5.25,1.4,7.69,5.42,1.35,7.05,5.22,1.35,6.5,5.5,1.38,9.15,6.02,1.31,7.5,5.3
N1,24/10/2025,19:00,Heerenveen,NAC Breda,3,3,D,1,0,H,10,11,4,4,10,10,4,5,1,0,0,0,1.73,4.1,4.5,1.77,3.8,4.33,1.79,3.78,4.37,1.7,3.89,4.48,1.53,4.33,6,1.79,3.78,4.37,1.56,4.2,5.41
N1,25/10/2025,15:30,For Sittard,Groningen,1,2,A,0,1,A,9,16,3,10,14,9,7,7,3,1,0,0,2.88,3.25,2.55,2.8,3.3,2.5,2.87,3.19,2.58,2.78,3.24,2.49,2.9,3.2,2.55,2.87,3.19,2.58,2.93,3.2,2.42
N1,25/10/2025,17:45,Sparta Rotterdam,Telstar,1,0,H,1,0,H,14,14,6,3,9,14,6,7,3,2,0,0,1.9,4,3.8,1.83,4.1,3.75,1.82,3.98,3.95,1.83,3.91,3.78,1.73,4.1,4.33,1.82,3.98,3.95,1.76,4,4.02
N1,25/10/2025,19:00,Volendam,Heracles,3,0,H,1,0,H,13,11,7,2,6,13,5,5,0,3,0,1,2.15,3.9,3.1,2.15,3.8,3,2.12,3.91,3.09,2.11,3.74,3.07,1.95,4,3.5,2.12,3.91,3.09,2.02,3.69,3.33
N1,25/10/2025,20:00,Zwolle,Nijmegen,2,2,D,1,1,D,10,11,6,3,11,12,3,4,0,1,0,0,3.2,3.75,2.1,3.1,3.8,2.1,3.28,3.81,2.07,3.17,3.74,2.06,4,3.8,1.85,3.28,3.81,2.07,3.83,3.78
N1,26/10/2025,11:15,Twente,Ajax,2,3,A,1,0,H,21,9,5,6,14,13,6,1,0,2,0,0,2.35,3.5,3,2.37,3.7,2.75,2.36,3.55,2.91,2.29,3.54,2.86,2.35,3.5,2.9,2.36,3.55,2.91,2.37,3.48,2.79
N1,26/10/2025,13:30,Feyenoord,PSV Eindhoven,2,3,A,0,1,A,12,11,6,6,7,13,3,5,0,1,0,0,2.45,3.8,2.6,2.4,3.9,2.6,2.41,3.93,2.63,2.4,3.82,2.57,2.3,3.9,2.7,2.41,3.93,2.63,2.32,3.81,2.69
N1,26/10/2025,15:45,AZ Alkmaar,Utrecht,4,1,H,2,0,H,18,8,7,2,4,14,8,2,0,1,0,0,1.6,4.33,5,1.61,4.33,4.8,1.61,4.32,4.92,1.59,4.26,4.84,1.55,4.5,5.25,1.61,4.32,4.92,1.51,4.43,5.57
N1,26/10/2025,19:00,Go Ahead Eagles,Excelsior,2,0,H,0,0,D,12,11,4,2,7,12,4,10,1,2,0,0,1.8,4.2,3.9,1.77,4.33,3.9,1.73,4.2,4.2,1.75,4.08,3.94,2.15,3.9,3.1,1.73,4.2,4.2,2.06,3.71,3.21
N1,31/10/2025,19:00,PSV Eindhoven,For Sittard,5,2,H,3,0,H,21,10,6,4,8,12,7,4,0,4,0,0,1.14,8,13,1.16,8.5,14.5,1.17,9,16,1.15,8.11,14.13,1.13,9,15,1.15,10,20,1.13,8.97,15.25
N1,01/11/2025,15:30,Ajax,Heerenveen,1,1,D,1,0,H,9,17,2,7,6,16,5,4,0,2,0,0,1.57,4.5,5,1.55,4.75,5,1.57,4.75,5.6,1.53,4.52,5.12,1.53,4.5,5.5,1.55,4.75,5.5,1.52,4.55,5.3
N1,01/11/2025,17:45,NAC Breda,Go Ahead Eagles,1,0,H,0,0,D,8,7,2,2,10,8,2,2,4,2,0,0,2.35,3.6,2.8,2.35,3.6,2.8,2.4,3.71,2.9,2.32,3.59,2.78,2.2,3.7,3.1,2.26,3.75,3.1,2.19,3.58,3.03
N1,01/11/2025,19:00,Feyenoord,Volendam,3,1,H,2,0,H,37,9,9,1,4,8,10,1,0,0,0,0,1.11,9,21,1.11,11,19,1.11,11,21,1.1,9.64,18.63,1.11,9,21,1.13,10.5,22,1.11,9.32,18.34
N1,01/11/2025,20:00,Telstar,Excelsior,2,2,D,2,1,H,17,21,8,8,8,15,3,5,0,2,0,0,2.25,3.6,2.9,2.2,3.7,3,2.28,3.7,3.1,2.21,3.58,2.98,2.1,3.6,3.2,2.15,3.7,3.45,2.11,3.5,3.26
N1,02/11/2025,11:15,Heracles,Zwolle,8,2,H,4,1,H,23,7,11,4,16,11,4,2,0,3,0,1,2.4,3.5,2.8,2.4,3.5,2.8,2.48,3.5,2.9,2.38,3.38,2.82,2.55,3.6,2.55,2.6,3.75,2.75,2.52,3.47,2.62
N1,02/11/2025,13:30,Groningen,Twente,1,1,D,0,0,D,18,10,7,4,7,12,7,3,2,4,0,0,2.75,3.5,2.45,2.8,3.4,2.4,2.8,3.5,2.5,2.76,3.35,2.42,3,3.4,2.38,3,3.5,2.38,2.93,3.38,2.32
N1,02/11/2025,13:30,Sparta Rotterdam,AZ Alkmaar,0,1,A,0,0,D,10,20,3,14,7,12,6,9,1,1,0,0,4.1,4.1,1.75,3.9,4,1.82,4.2,4.2,1.82,3.94,4.02,1.75,4.1,4.2,1.73,4.65,4.25,1.75,4.24,4.08
N1,02/11/2025,15:45,Utrecht,Nijmegen,1,0,H,1,0,H,11,16,4,5,11,15,2,2,1,2,0,0,2.15,3.6,3.25,2.15,3.7,3.1,2.1,3.52,3.21,2.12,3.65,3.4,2.2,3.75,3,2.2,3.75,3.25,2.18,3.52,3.09
N1,07/11/2025,19:00,Twente,Telstar,0,0,D,0,0,D,27,6,7,0,13,4,10,2,4,2,1,1,1.33,5.5,8,1.35,5.25,8,1.32,5.32,8.11,1.32,5.41,8.22,1.33,5.5,8,1.35,5.75,9.5,1.32,5.41,8.22
N1,08/11/2025,15:30,Excelsior,Heracles,1,2,A,1,0,H,12,10,5,5,14,13,6,13,1,2,0,0,1.91,4.1,3.5,1.95,3.9,3.5,1.92,3.81,3.52,1.86,3.84,3.72,1.85,4,3.75,1.91,4,3.9,1.86,3.84,3.72
N1,08/11/2025,17:45,Volendam,NAC Breda,2,1,H,0,1,A,12,12,5,2,13,9,8,6,2,2,0,2,2.63,3.8,2.45,2.55,3.7,2.5,2.66,3.8,2.5,2.57,3.63,2.46,2.8,3.7,2.3,2.8,3.7,2.45,2.72,3.55,2.39
N1,08/11/2025,19:00,For Sittard,Heerenveen,2,0,H,0,0,D,10,18,5,8,14,12,4,5,2,1,0,0,3,3.7,2.2,2.9,3.7,2.25,3,3.7,2.26,2.93,3.61,2.22,3.1,3.5,2.25,3,3.7,2.3,2.96,3.52,2.25
N1,08/11/2025,20:00,Zwolle,Sparta Rotterdam,1,0,H,1,0,H,11,14,3,1,9,15,3,6,2,4,0,1,2.5,3.6,2.63,2.45,3.6,2.6,2.6,3.6,2.66,2.49,3.49,2.61,2.55,3.6,2.6,2.74,3.7,2.6,2.63,3.53,2.48
N1,09/11/2025,11:15,Utrecht,Ajax,2,1,H,1,0,H,16,10,6,4,15,10,6,4,1,0,0,0,2.7,3.7,2.45,2.7,3.6,2.4,2.75,3.7,2.45,2.7,3.54,2.4,2.8,3.5,2.4,2.8,3.7,2.48,2.74,3.48,2.41
N1,09/11/2025,13:30,Nijmegen,Groningen,2,0,H,0,0,D,13,10,5,4,6,13,9,3,1,1,0,0,1.95,3.8,3.6,1.93,3.8,3.6,2,3.8,3.8,1.94,3.65,3.57,2,3.9,3.4,2.05,3.9,3.65,1.98,3.62,3.49
N1,09/11/2025,15:45,AZ Alkmaar,PSV Eindhoven,1,5,A,1,3,A,8,15,3,6,9,10,4,6,2,1,0,0,3,4,2.1,2.95,4,2.15,3.15,4,2.15,2.99,3.93,2.08,3.4,4.33,1.85,3.6,4.35,1.95,3.38,4.11,1.89
N1,09/11/2025,19:00,Go Ahead Eagles,Feyenoord,2,1,H,1,0,H,9,20,5,6,7,10,4,7,2,1,0,0,5.25,4.75,1.53,5,4.6,1.55,5.34,4.55,1.51,5.34,4.55,1.51,6.25,5.25,1.42,6.27,4.94,1.42,6.27,4.94
N1,22/11/2025,15:30,NAC Breda,PSV Eindhoven,0,1,A,0,1,A,16,9,3,4,11,15,6,5,2,1,0,0,7,5.75,1.33,8,5.75,1.33,7.06,5.95,1.34,7.88,5.63,1.31,8.5,6.5,1.29,8.32,6.61,1.29,8.41,5.98
N1,22/11/2025,17:45,Ajax,Excelsior,1,2,A,0,1,A,15,8,5,4,4,13,9,2,2,1,0,0,1.38,5.5,7,1.36,5.5,7.25,1.35,5.55,7.4,1.35,5.26,7.33,1.3,6,8,1.31,5.99,8.58,1.3,5.78,8.18
N1,22/11/2025,17:45,Volendam,Twente,1,1,D,0,0,D,11,18,4,6,5,11,4,4,0,3,0,0,4.75,4.2,1.67,4.6,4.2,1.66,4.76,4.23,1.65,4.59,4.13,1.64,4.5,4,1.73,4.8,3.98,1.74,4.63,3.93
N1,22/11/2025,20:00,Heracles,Go Ahead Eagles,4,2,H,1,2,A,22,7,12,4,6,15,6,3,1,3,0,1,2.7,3.6,2.5,2.55,3.7,2.5,2.69,3.64,2.48,2.59,3.63,2.44,2.55,3.7,2.55,2.63,3.54,2.7,2.51,3.51,2.6
N1,22/11/2025,20:00,Sparta Rotterdam,For Sittard,1,1,D,1,0,H,13,12,4,7,9,11,7,5,1,1,0,0,1.85,3.75,3.9,1.9,3.75,3.75,1.9,3.71,3.88,1.86,3.67,3.84,1.91,3.6,3.9,1.91,3.6,4,1.88,3.53,3.97
N1,23/11/2025,11:15,Heerenveen,AZ Alkmaar,3,1,H,2,0,H,21,9,9,5,9,4,8,5,1,0,0,0,2.88,4,2.2,2.9,3.8,2.25,2.89,3.92,2.23,2.9,3.76,2.18,2.55,3.9,2.45,2.64,3.85,2.53,2.58,3.73,2.43
N1,23/11/2025,13:30,Feyenoord,Nijmegen,2,4,A,1,1,D,19,22,5,12,8,13,7,6,1,0,0,0,1.4,5,7,1.42,5.25,6.25,1.41,5.11,6.53,1.38,5.14,6.57,1.45,4.75,6.25,1.45,5.14,6.69,1.42,4.92,6.31
N1,23/11/2025,13:30,Telstar,Utrecht,1,1,D,0,0,D,11,17,3,3,10,10,1,8,2,2,0,0,3.25,3.75,2.1,3.2,3.6,2.15,3.19,3.77,2.12,3.18,3.56,2.11,3.7,3.75,1.95,3.74,3.82,1.98,3.57,3.64
N1,23/11/2025,15:45,Groningen,Zwolle,2,2,D,1,1,D,39,5,13,3,11,9,13,0,1,3,0,1,1.55,4,6,1.57,4.1,5.5,1.57,3.97,5.98,1.54,4.06,5.69,1.44,4.33,7,1.48,4.46,7.36,1.45,4.37,6.68
N1,28/11/2025,19:00,Zwolle,Heerenveen,2,1,H,2,1,H,11,19,4,7,11,19,3,9,3,2,0,0,3.75,4,1.83,4,3.9,1.8,4.11,3.95,1.85,3.93,3.89,1.79,3.7,3.9,1.85,4.07,3.92,1.87,3.75,3.87
N1,29/11/2025,15:30,Excelsior,NAC Breda,1,0,H,1,0,H,6,22,2,3,22,12,1,6,4,1,0,0,2.35,3.5,2.88,2.3,3.6,2.9,2.39,3.56,2.86,2.28,3.49,2.84,2.45,3.5,2.7,2.45,3.7,2.81,2.39,3.5,2.7
N1,29/11/2025,17:45,For Sittard,Heracles,1,1,D,1,0,H,23,6,5,3,19,22,11,3,3,5,0,0,2.1,3.6,3.3,2.15,3.6,3.2,2.13,3.58,3.32,2.09,3.56,3.24,1.91,3.75,3.6,1.95,3.77,3.75,1.96,3.65,3.56
N1,29/11/2025,20:00,Nijmegen,Sparta Rotterdam,3,1,H,2,0,H,19,13,7,5,9,13,7,6,2,4,0,0,1.62,4.33,4.75,1.65,4.4,4.5,1.63,4.36,4.71,1.61,4.29,4.63,1.62,4.33,4.75,1.64,4.34,5.13,1.61,4.26,4.75
N1,30/11/2025,11:15,PSV Eindhoven,Volendam,3,0,H,2,0,H,19,11,8,2,12,4,5,2,0,0,0,0,1.1,9.5,21,1.1,12,20,1.09,12.94,16.5,1.09,10.63,18.5,1.11,9,17,1.12,12.85,16.72,1.1,10.48,17.16
N1,30/11/2025,13:30,Go Ahead Eagles,Utrecht,2,2,D,0,1,A,11,17,6,8,9,12,4,3,2,2,0,0,2.88,3.5,2.35,2.7,3.75,2.37,2.91,3.55,2.35,2.77,3.55,2.33,3,3.5,2.3,3.12,3.43,2.38,2.93,3.4,2.31
N1,30/11/2025,13:30,Telstar,Feyenoord,1,2,A,0,1,A,12,11,2,7,8,8,3,5,0,3,0,0,7,4.5,1.44,6.75,5,1.42,6.25,5.09,1.43,6.53,4.94,1.4,5.25,4.1,1.57,5.11,4.59,1.6,5.03,4.37
N1,30/11/2025,15:45,Twente,AZ Alkmaar,1,0,H,0,0,D,7,7,2,1,13,9,2,3,2,4,0,0,2.2,3.7,3,2.25,3.6,2.9,2.23,3.61,3.07,2.23,3.54,2.93,2.15,3.75,3,2.22,3.76,3.16,2.15,3.64,3.03
N1,02/12/2025,13:30,Ajax,Groningen,2,0,H,1,0,H,13,17,6,7,14,10,3,5,1,0,0,0,1.67,4.2,4.33,1.7,4,4.6,1.74,4.07,4.32,1.69,3.91,4.49,1.95,3.75,3.5,2.01,3.71,3.76,2,3.68,3.58
N1,05/12/2025,19:00,Excelsior,Groningen,0,2,A,0,0,D,16,20,6,8,10,9,5,5,2,3,1,1,3.4,3.5,2.1,3.5,3.5,2.05,3.44,3.58,2.16,3.36,3.49,2.06,3.6,3.6,2,3.71,3.53,2.08,3.56,3.42
N1,06/12/2025,15:30,Heerenveen,PSV Eindhoven,0,2,A,0,2,A,12,11,3,7,13,5,7,3,1,0,0,0,4.5,5,1.57,4.8,4.75,1.57,4.38,5.03,1.59,4.63,4.71,1.56,3.4,4.33,1.85,3.62,4.37,1.88,3.53,4.24
N1,06/12/2025,17:45,For Sittard,Ajax,1,3,A,1,1,D,26,13,7,4,13,9,4,4,3,4,1,1,4.33,3.9,1.75,4.2,3.9,1.78,4.23,3.97,1.77,4.18,3.84,1.76,3.6,3.6,2,3.64,3.66,2.06,3.55,3.57
N1,06/12/2025,19:00,Heracles,Telstar,1,1,D,0,0,D,15,11,6,2,15,12,6,6,3,2,0,0,2.2,3.75,2.9,2.2,3.7,3,2.26,3.79,2.91,2.19,3.62,2.98,2.3,3.75,2.75,2.37,3.69,2.94,2.3,3.59,2.82
N1,06/12/2025,20:00,Feyenoord,Zwolle,6,1,H,4,0,H,25,7,12,4,17,12,8,4,1,1,0,0,1.18,8,13,1.17,8.25,14.5,1.16,8.52,12.32,1.16,7.72,13.72,1.17,8.5,13,1.15,9.73,14.96,1.14,8.13,14.66
N1,07/12/2025,11:15,Utrecht,Twente,1,1,D,0,0,D,12,21,4,6,8,8,6,8,1,2,0,0,2.45,3.6,2.7,2.45,3.6,2.7,2.47,3.55,2.75,2.44,3.45,2.71,2.5,3.4,2.75,2.59,3.4,2.84,2.48,3.37,2.73
N1,07/12/2025,13:30,AZ Alkmaar,Go Ahead Eagles,2,2,D,2,1,H,23,12,7,7,8,8,11,4,2,1,0,0,1.42,5,6.5,1.42,5,6.5,1.42,5.09,6.32,1.4,4.96,6.47,1.3,5.75,8.5,1.33,5.78,8.65,1.31,5.54,8.02
N1,07/12/2025,13:30,Volendam,Nijmegen,2,3,A,1,0,H,13,16,5,7,7,17,4,8,2,5,0,0,4,4,1.8,3.9,4.2,1.75,3.84,4.19,1.81,3.78,4.03,1.8,4.5,4.2,1.67,4.48,4.48,1.69,4.4,4.29
N1,07/12/2025,15:45,Sparta Rotterdam,NAC Breda,1,0,H,1,0,H,12,22,6,9,11,10,1,14,1,1,0,0,2.1,3.6,3.3,2.05,3.6,3.3,2.09,3.66,3.33,2.04,3.56,3.31,2.45,3.4,2.8,2.45,3.46,2.98,2.33,3.4,2.91
N1,13/12/2025,15:30,Telstar,Nijmegen,2,2,D,1,1,D,10,16,4,8,8,11,5,7,0,2,0,0,3.5,4,1.9,3.5,3.9,1.93,3.69,4.03,1.88,3.52,3.89,1.89,3,4,2.1,3.25,3.92,2.12,3.06,3.8,2.09
N1,13/12/2025,17:45,Groningen,Volendam,3,0,H,1,0,H,26,5,7,1,7,11,18,1,0,1,0,1,1.44,4.33,7,1.44,4.8,6.5,1.44,4.82,6.52,1.42,4.64,6.65,1.38,5,7.5,1.43,5.13,8.02,1.36,4.88,7.53
N1,13/12/2025,19:00,PSV Eindhoven,Heracles,4,3,H,2,1,H,21,11,6,6,12,7,10,4,2,4,0,0,1.13,11,15,1.13,10,17,1.1,11.79,16.16,1.11,9.44,16.47,1.1,12,15,1.13,11.61,15.65,1.1,10.24,16.84
N1,13/12/2025,20:00,Zwolle,For Sittard,1,0,H,1,0,H,8,11,3,3,17,13,2,12,3,3,0,0,2.35,3.6,2.88,2.35,3.7,2.75,2.42,3.62,2.77,2.34,3.53,2.8,2.55,3.6,2.6,2.61,3.6,2.68,2.48,3.48,2.65
N1,14/12/2025,11:15,Sparta Rotterdam,Heerenveen,0,3,A,0,1,A,11,20,3,5,10,15,5,10,1,2,0,0,2.9,3.6,2.3,2.95,3.75,2.2,2.84,3.77,2.31,2.9,3.65,2.21,2.8,3.75,2.25,2.92,3.83,2.33,2.85,3.65,2.26
N1,14/12/2025,13:30,Ajax,Feyenoord,2,0,H,1,0,H,15,18,7,1,12,12,3,12,2,1,0,0,3,3.9,2.15,3,3.8,2.15,2.95,3.91,2.19,2.97,3.74,2.14,3.2,3.8,2.1,3.32,3.94,2.09,3.18,3.76
N1,14/12/2025,13:30,Twente,Go Ahead Eagles,2,0,H,2,0,H,23,6,7,2,7,9,3,6,0,3,0,0,1.42,4.5,7.5,1.41,5,6.75,1.43,4.63,7.01,1.39,4.79,6.89,1.42,4.8,7,1.41,4.87,7.89,1.4,4.68,7.17
N1,14/12/2025,15:45,NAC Breda,Utrecht,1,1,D,1,1,D,16,11,3,6,10,12,6,5,2,2,0,0,2.7,3.4,2.6,2.7,3.5,2.5,2.65,3.49,2.59,2.66,3.4,2.49,2.6,3.4,2.7,2.64,3.43,2.75,2.6,3.34,2.62
N1,20/12/2025,15:30,Heracles,Heerenveen,0,3,A,0,0,D,8,15,2,8,12,9,4,4,1,1,0,0,3.3,3.8,2.05,3.2,3.8,2.1,3.27,3.81,2.07,3.2,3.7,2.06,3.6,3.75,2,3.59,3.81,2.03,3.43,3.69
N1,20/12/2025,17:45,Excelsior,Zwolle,2,1,H,1,0,H,13,9,4,3,13,7,3,1,1,1,0,0,2.15,3.6,3.2,2.15,3.75,3.1,2.1,3.78,3.23,2.09,3.63,3.16,2.05,3.6,3.3,2.15,3.74,3.33,2.09,3.68,3.19
N1,20/12/2025,19:00,Nijmegen,Ajax,2,2,D,1,2,A,15,19,6,8,8,8,1,7,3,3,1,0,2.3,4,2.63,2.3,3.9,2.75,2.27,3.91,2.82,2.27,3.79,2.72,2.1,4.1,2.88,2.17,4.08,3.05,2.14,3.89,2.92
N1,20/12/2025,20:00,NAC Breda,Telstar,0,1,A,0,0,D,11,11,2,4,11,16,8,3,2,3,0,0,1.85,3.9,3.9,1.87,3.9,3.8,1.86,3.84,3.91,1.83,3.76,3.86,1.75,3.9,4.33,1.85,3.87,4.39,1.78,3.78,4.15
N1,21/12/2025,11:15,Utrecht,PSV Eindhoven,1,2,A,1,0,H,17,14,3,8,7,14,2,12,3,5,0,1,4.5,4.1,1.7,4.33,4.33,1.7,4.51,4.16,1.69,4.33,4.14,1.68,3.8,4,1.85,4.15,4.06,1.82,3.91,3.97
N1,21/12/2025,13:30,Feyenoord,Twente,1,1,D,0,1,A,10,29,4,11,15,11,7,12,2,0,1,0,1.7,4.2,4.5,1.7,4.2,4.4,1.71,4.08,4.47,1.68,4.01,4.48,1.95,3.9,3.5,1.98,3.75,3.65,1.93,3.66,3.66
N1,21/12/2025,13:30,Go Ahead Eagles,Groningen,1,1,D,1,0,H,8,14,3,3,10,13,1,8,2,1,0,0,3.3,3.5,2.15,3.1,3.6,2.15,3.34,3.44,2.17,3.14,3.47,2.15,3.5,3.5,2.05,3.58,3.59,2.1,3.36,3.48
N1,21/12/2025,15:45,For Sittard,AZ Alkmaar,4,3,H,2,2,D,15,21,6,9,18,11,5,8,3,0,0,0,4.2,3.8,1.8,3.9,3.9,1.83,3.99,3.86,1.84,3.89,3.83,1.81,4.5,4,1.7,4.96,4.33,1.65,4.66,4.03
N1,21/12/2025,15:45,Volendam,Sparta Rotterdam,0,1,A,0,0,D,12,23,5,10,14,6,6,8,3,2,0,0,2.8,3.75,2.35,2.7,3.7,2.4,2.86,3.61,2.36,2.74,3.59,2.34,2.88,3.7,2.3,2.96,3.7,2.35,2.85,3.57
N1,10/01/2026,15:30,AZ Alkmaar,Volendam,1,0,H,1,0,H,17,7,8,2,10,9,7,2,0,1,0,0,1.2,7,12,1.23,7.25,10,1.2,7.28,11.33,1.2,6.86,11.28,1.17,7.5,15,1.16,8.57,16.15,1.16,7.72,13.94
N1,10/01/2026,17:45,Twente,Zwolle,1,1,D,0,0,D,26,3,7,1,6,11,7,2,1,3,0,0,1.3,5.5,9,1.29,6,9.25,1.31,5.79,8.38,1.28,5.69,9.11,1.3,5.5,9.5,1.32,5.79,9.07,1.29,5.58,8.94
N1,10/01/2026,19:00,PSV Eindhoven,Excelsior,5,1,H,4,1,H,16,8,8,3,10,7,6,4,1,1,0,0,1.14,8.5,15,1.17,8.75,13.5,1.13,10.34,13.29,1.14,8.41,14.53,1.17,8,15,1.15,9.99,13.87,1.15,8.1,13.44
N1,10/01/2026,20:00,Groningen,NAC Breda,0,0,D,0,0,D,16,10,5,2,7,6,3,4,1,2,0,0,1.7,3.9,4.75,1.66,4,4.8,1.71,3.75,4.95,1.67,3.86,4.79,1.67,3.8,5.25,1.7,3.82,5.38,1.67,3.73,5.07
N1,11/01/2026,11:15,Heerenveen,Feyenoord,2,2,D,1,2,A,16,7,7,3,11,6,5,3,1,0,0,0,3.1,3.8,2.15,2.95,3.8,2.2,3.05,3.9,2.14,3,3.73,2.13,2.8,3.75,2.35,2.82,3.9,2.37,2.78,3.69
N1,11/01/2026,13:30,Go Ahead Eagles,For Sittard,2,2,D,1,1,D,23,12,8,5,10,9,9,1,0,1,0,0,2.2,3.75,3.1,2.15,3.7,3.1,2.18,3.83,3.02,2.12,3.65,3.11,1.85,3.7,4,1.88,3.89,4.05,1.96,3.69,3.82
N1,11/01/2026,13:30,Telstar,Ajax,2,3,A,0,2,A,7,16,3,10,6,6,8,3,1,1,1,0,3.8,4,1.85,3.7,3.9,1.88,3.83,4.05,1.83,3.76,3.86,1.84,3.7,3.9,1.91,4.09,3.93,1.87,3.91,3.8
N1,11/01/2026,15:45,Sparta Rotterdam,Heracles,2,0,H,1,0,H,22,6,9,2,6,16,9,5,1,3,0,0,1.85,3.75,4.1,1.87,3.75,3.9,1.81,3.79,4.23,1.81,3.78,3.93,1.85,3.7,4.2,1.88,3.72,4.29,1.8,3.74,4.13
N1,17/01/2026,15:30,Ajax,Go Ahead Eagles,2,2,D,2,0,H,18,10,6,6,11,16,1,5,2,4,0,0,1.48,4.5,6.25,1.47,4.8,5.75,1.48,4.8,6.25,1.46,4.66,5.93,1.67,3.9,5,1.67,4.33,5,1.63,4.14,4.77
N1,17/01/2026,17:45,Zwolle,AZ Alkmaar,3,1,H,2,0,H,12,12,5,4,12,14,3,7,1,2,0,0,5.75,4.33,1.53,5.25,4.5,1.55,5.8,4.6,1.57,5.39,4.44,1.52,5.75,4.75,1.5,6.5,4.8,1.51,5.87,4.57
N1,17/01/2026,19:00,Excelsior,Telstar,2,2,D,0,0,D,13,17,3,3,11,8,3,7,3,0,0,0,2.2,3.5,3.2,2.25,3.6,2.95,2.28,3.6,3.2,2.23,3.48,3,2.25,3.4,3.2,2.3,3.5,3.2,2.24,3.41,3.06
N1,17/01/2026,19:00,For Sittard,PSV Eindhoven,1,2,A,1,1,D,6,18,1,8,10,11,4,14,1,1,0,0,7.5,5.5,1.36,6.75,5.5,1.38,7.6,5.5,1.38,7.04,5.25,1.35,5,4.5,1.57,6.25,4.8,1.57,5.27,4.52
N1,17/01/2026,20:00,NAC Breda,Nijmegen,3,4,A,1,2,A,14,11,5,8,13,15,2,3,2,1,0,0,3,3.6,2.25,2.9,3.7,2.25,3.1,3.7,2.26,2.97,3.59,2.2,2.5,3.4,2.8,2.6,3.6,2.8,2.51,3.46,2.64
N1,18/01/2026,11:15,Heerenveen,Groningen,0,2,A,0,0,D,16,12,4,6,11,13,3,6,1,2,0,0,2.2,3.3,3.3,2.25,3.5,3,2.25,3.6,3.3,2.21,3.38,3.11,1.95,3.4,4.1,2,3.6,4.1,1.97,3.38,3.78
N1,18/01/2026,13:30,Heracles,Twente,0,2,A,0,1,A,11,18,2,6,12,14,4,2,2,4,0,1,5.25,4.33,1.6,5,4.2,1.57,5.25,4.33,1.65,4.88,4.17,1.6,6,4.5,1.5,6.8,4.75,1.5,6.07,4.46
N1,18/01/2026,13:30,Volendam,Utrecht,2,1,H,2,0,H,7,16,3,5,14,14,1,6,3,3,0,0,4.33,3.75,1.8,4,3.9,1.8,4.33,3.9,1.81,4.08,3.7,1.8,4.33,3.7,1.83,4.35,3.8,1.85,4.14,3.72
N1,18/01/2026,15:45,Feyenoord,Sparta Rotterdam,3,4,A,0,1,A,22,13,12,5,6,11,9,0,1,3,0,0,1.38,4.2,6.5,1.42,5,6.75,1.44,5,7,1.4,4.81,6.69,1.53,4.5,6,1.53,4.8,6.5,1.46,4.64,6.1
N1,24/01/2026,15:30,Ajax,Volendam,2,0,H,2,0,H,31,5,14,2,10,13,10,0,1,3,0,0,1.3,6.5,8,1.32,5.75,8.25,1.32,6.5,9.8,1.28,5.74,8.77,1.33,6.25,6.5,1.34,6.25,10,1.3,5.57,8.27
N1,24/01/2026,17:45,Nijmegen,Zwolle,2,1,H,1,1,D,13,11,2,6,7,12,10,6,1,2,0,0,1.48,4.5,6.5,1.49,4.8,5.75,1.49,4.8,6.5,1.45,4.66,5.95,1.48,4.75,6.25,1.49,5,6.25,1.45,4.73,5.91
N1,24/01/2026,19:00,PSV Eindhoven,NAC Breda,2,2,D,1,2,A,16,6,4,2,13,13,10,4,4,3,0,0,1.25,6.5,9.5,1.25,6.75,10,1.25,6.75,11.5,1.22,6.35,10.31,1.4,5.25,7,1.41,5.25,8,1.37,5.07,7.13
N1,24/01/2026,20:00,Twente,Excelsior,0,0,D,0,0,D,14,8,3,1,10,8,11,5,1,1,0,0,1.33,5.5,8.5,1.35,5.25,8,1.35,5.5,9.1,1.32,5.16,8.12,1.27,6,11,1.29,6,11.5,1.25,5.85,10.06
N1,25/01/2026,11:15,Telstar,AZ Alkmaar,0,1,A,0,0,D,10,12,3,4,13,16,5,1,1,2,0,0,4.5,4,1.73,4.1,3.9,1.77,4.5,4,1.77,4.14,3.92,1.74,3.3,3.5,2.15,3.3,3.7,2.15,3.19,3.56,2.11
