Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
P1,08/11/2025,18:00,Tondela,Guimaraes,0,1,A,0,0,D,15,11,4,2,14,11,4,3,3,2,0,0,2.75,3.05,2.55,2.75,3.1,2.55,2.77,3.17,2.69,2.78,3.08,2.55,2.85,3.05,2.45,3.04,3.18,2.57,2.91,3.09,2.44
P1,08/11/2025,20:30,Santa Clara,Sp Lisbon,1,2,A,1,1,D,5,21,2,7,11,12,2,12,7,4,2,1,7,4.5,1.39,7.25,4.33,1.43,8.45,4.53,1.39,7.93,4.35,1.39,7.5,4.33,1.44,8.92,4.64,1.41,8.1,4.32
P1,09/11/2025,15:30,AVS,Gil Vicente,1,1,D,0,1,A,16,12,8,5,12,19,1,4,1,5,0,0,4.75,3.6,1.68,4.6,3.5,1.77,5.03,3.54,1.75,4.66,3.45,1.74,5.25,3.5,1.62,6.24,3.86,1.62,5.4,3.53
P1,09/11/2025,15:30,Estrela,Nacional,1,1,D,0,1,A,14,17,4,4,12,15,2,6,3,4,0,0,2.7,3.2,2.5,2.75,3.2,2.55,2.81,3.16,2.65,2.71,3.18,2.55,2.15,3.25,3.3,2.35,3.21,3.36,2.25,3.13,3.17
P1,09/11/2025,18:00,Famalicao,Porto,0,1,A,0,1,A,8,19,0,6,24,13,2,4,5,2,0,0,5.5,3.9,1.56,5,3.75,1.63,5.5,4.13,1.58,5.27,3.79,1.6,5.75,3.8,1.56,6.21,4.05,1.59,5.79,3.84
P1,09/11/2025,20:30,Benfica,Casa Pia,2,2,D,1,0,H,19,7,6,4,8,8,6,2,3,2,0,0,1.13,7.5,13,1.17,7.25,15,1.15,8.02,15.52,1.16,7.01,14.47,1.13,7.5,15,1.18,8.49,13.08,1.17,6.67,14.81
P1,09/11/2025,20:30,Sp Braga,Moreirense,2,1,H,1,0,H,11,11,3,1,13,15,5,3,3,2,0,0,1.37,4.75,7,1.4,4.6,7.25,1.38,4.79,8.09,1.38,4.56,7.52,1.33,4.75,8,1.37,5.06,9.18,1.36,4.61,8.16
P1,28/11/2025,20:15,Guimaraes,AVS,4,0,H,3,0,H,11,9,4,1,11,14,7,3,0,1,0,0,1.68,3.6,4.75,1.7,3.5,5,1.78,3.57,5.14,1.7,3.5,4.94,1.71,3.5,5,1.81,3.54,4.95,1.74,3.41,4.81
P1,29/11/2025,15:30,Casa Pia,Alverca,0,2,A,0,0,D,5,10,0,5,9,17,6,4,4,4,1,0,2.35,3.05,3.05,2.45,3.1,2.95,2.53,3.01,3.11,2.46,3.01,2.97,2.5,2.95,2.95,2.62,3.03,3.12,2.48,2.97,2.97
P1,29/11/2025,15:30,Moreirense,Famalicao,2,2,D,0,1,A,11,17,6,8,17,22,5,4,4,5,1,0,3.4,3.25,2.1,3.3,3.25,2.15,3.46,3.33,2.17,3.4,3.24,2.11,2.95,3.25,2.3,3.23,3.22,2.42,3.12,3.18
P1,29/11/2025,18:00,Nacional,Benfica,1,2,A,0,0,D,6,31,2,8,10,8,2,11,4,2,0,0,7,5,1.35,8,5,1.36,7.87,5.29,1.35,8.03,4.84,1.34,8,4.75,1.33,8.23,5.41,1.37,7.84,4.7
P1,29/11/2025,20:30,Gil Vicente,Tondela,0,1,A,0,1,A,15,5,2,2,10,20,12,3,2,0,0,0,1.61,3.5,5.75,1.62,3.7,5.5,1.62,3.76,5.85,1.61,3.65,5.57,1.61,3.6,5.5,1.69,3.74,5.63,1.63,3.58,5.4
P1,30/11/2025,15:30,Rio Ave,Santa Clara,1,1,D,1,1,D,9,9,4,3,10,15,1,5,2,3,0,0,2.95,3.05,2.45,2.9,3.1,2.45,2.95,3.18,2.53,2.94,3.05,2.44,2.7,2.95,2.7,2.93,3.08,2.73,2.8,3,2.59
P1,30/11/2025,18:00,Sp Lisbon,Estrela,4,0,H,3,0,H,19,5,6,3,12,12,5,1,1,0,0,0,1.1,9,15,1.12,9.25,20,1.11,10.11,19.55,1.1,8.68,19.69,1.11,7.5,15,1.13,9.65,19.43,1.14,7.55,15.97
P1,30/11/2025,20:30,Porto,Estoril,1,0,H,1,0,H,12,11,6,2,14,11,5,4,1,3,0,0,1.22,5.5,12,1.25,6,10.5,1.26,5.59,10.93,1.24,5.64,10.72,1.17,6,15,1.2,6.82,15.3,1.2,6.23,12.38
P1,01/12/2025,20:15,Arouca,Sp Braga,0,4,A,0,3,A,3,18,1,6,11,9,0,6,4,0,1,0,6.5,3.9,1.49,6,4.2,1.51,6.35,4.28,1.5,5.89,4.06,1.51,7,4,1.45,6.92,4.5,1.49,6.61,4.28
P1,05/12/2025,20:15,Benfica,Sp Lisbon,1,1,D,1,1,D,10,5,4,2,15,20,3,2,2,5,1,0,2.7,3.05,2.65,2.65,3.2,2.65,2.88,3.12,2.74,2.68,3.11,2.62,2.75,3.05,2.57,2.9,3.12,2.72,2.74,3.09,2.57
P1,06/12/2025,15:30,Santa Clara,Casa Pia,1,0,H,1,0,H,11,5,3,2,23,12,7,7,5,4,0,0,1.81,3.05,5,1.88,3.1,4.5,1.88,3.15,4.87,1.88,3.11,4.53,2.01,2.82,4.5,2.02,3.05,4.71,1.97,2.94,4.34
P1,06/12/2025,18:00,AVS,Rio Ave,1,2,A,0,1,A,9,17,5,8,16,16,3,11,6,6,1,0,2.95,3.25,2.35,2.85,3.25,2.4,2.98,3.29,2.44,2.93,3.19,2.37,3.05,3.3,2.2,3.18,3.34,2.38,3.02,3.23
P1,06/12/2025,20:30,Famalicao,Sp Braga,1,2,A,1,1,D,8,21,4,7,10,19,3,9,1,3,0,0,3.3,3.5,2.05,3.4,3.3,2.1,3.39,3.52,2.12,3.28,3.34,2.11,3.25,3.4,2.15,3.42,3.41,2.23,3.31,3.28
P1,07/12/2025,15:30,Estoril,Moreirense,3,3,D,1,1,D,9,8,5,5,16,14,1,5,2,3,0,0,2.05,3.4,3.5,2.05,3.3,3.5,2.08,3.42,3.6,2.05,3.33,3.59,2.1,3.4,3.4,2.27,3.28,3.48,2.14,3.21,3.37
P1,07/12/2025,18:00,Alverca,Nacional,1,0,H,0,0,D,10,17,4,3,10,19,2,2,1,1,0,0,2.05,3.2,3.6,2.2,3.2,3.25,2.16,3.21,3.63,2.16,3.15,3.38,2.05,3.25,3.6,2.18,3.1,3.96,2.12,3.11,3.53
P1,07/12/2025,18:00,Estrela,Arouca,3,1,H,2,0,H,24,9,9,2,12,14,5,3,1,5,0,2,2.1,3.2,3.5,2.2,3.2,3.2,2.17,3.29,3.51,2.19,3.21,3.24,1.86,3.3,4.1,1.95,3.56,4.13,1.92,3.33,3.91
P1,07/12/2025,20:30,Tondela,Porto,0,2,A,0,0,D,11,11,2,6,9,10,2,4,2,1,0,0,11,5.75,1.22,10.5,5.25,1.28,11.81,5.78,1.25,10.66,5.26,1.26,11,6,1.22,11.17,5.84,1.29,10.41,5.32
P1,08/12/2025,20:30,Guimaraes,Gil Vicente,0,0,D,0,0,D,10,6,3,1,15,17,8,4,4,5,0,0,2.75,2.95,2.65,2.75,2.95,2.65,2.85,2.98,2.76,2.74,2.95,2.68,2.82,2.95,2.65,2.91,3.05,2.77,2.81,2.95,2.62
P1,13/12/2025,15:30,Casa Pia,Gil Vicente,1,1,D,0,1,A,3,11,1,2,19,8,1,8,3,1,0,0,3.5,2.95,2.15,3.7,3.1,2.1,3.64,3.06,2.23,3.6,3.01,2.13,3.9,3.05,2.01,4.15,3.14,2.11,3.79,3
P1,13/12/2025,18:00,Rio Ave,Guimaraes,0,1,A,0,1,A,8,16,2,3,15,15,6,6,4,4,1,0,2.65,3.2,2.55,2.7,3.25,2.55,2.69,3.43,2.58,2.67,3.23,2.55,2.82,3.05,2.2,3.23,3.27,2.39,2.98,3.17
P1,13/12/2025,20:30,Sp Lisbon,AVS,6,0,H,3,0,H,24,7,14,3,11,9,8,1,1,2,0,0,1.05,11,21,1.08,11,26,1.07,13.39,24.89,1.07,9.83,23.38,1.04,15,19,1.06,15.13,31.99,1.06,10.61,26.94
P1,14/12/2025,15:30,Famalicao,Estoril,4,0,H,2,0,H,20,10,12,4,10,18,4,9,3,1,0,0,1.76,3.6,4.33,1.82,3.6,4.1,1.78,3.74,4.45,1.8,3.58,4.13,1.66,3.8,4.75,1.72,3.99,4.9,1.69,3.79,4.54
P1,14/12/2025,18:00,Moreirense,Benfica,0,4,A,0,1,A,10,10,2,5,19,15,4,4,2,0,0,0,9,4.33,1.35,8.5,4.8,1.35,8.34,4.93,1.36,8.64,4.62,1.34,9,4.33,1.37,8.7,4.88,1.39,8.3,4.49
P1,14/12/2025,20:30,Arouca,Alverca,1,0,H,0,0,D,18,5,4,1,15,11,8,5,1,4,0,1,2.7,3.2,2.55,2.85,3.25,2.4,2.8,3.27,2.59,2.79,3.17,2.48,3.05,3.2,2.3,3.29,3.2,2.4,3.04,3.12
P1,15/12/2025,17:30,Nacional,Tondela,3,1,H,0,0,D,8,21,4,5,11,17,3,10,5,6,1,1,2.3,3.05,3.05,2.25,3.3,3.1,2.34,3.23,3.2,2.27,3.15,3.11,2.32,3.05,3.05,3.2,3.21,2.37,3.11,3.09,2.48
P1,15/12/2025,18:45,Sp Braga,Santa Clara,1,0,H,1,0,H,6,5,3,2,10,15,5,1,1,3,0,0,1.49,3.8,7,1.5,4,6.5,1.51,3.88,7.26,1.49,3.88,6.74,1.41,4,8.5,1.47,4.18,8.37,1.43,4.05,7.58
P1,15/12/2025,20:45,Porto,Estrela,3,1,H,1,0,H,20,6,6,1,13,17,4,0,1,5,0,0,1.15,5.75,15,1.19,6.75,13.5,1.19,7.05,13.15,1.18,6.24,14.34,1.13,7,15,1.15,7.58,17.44,1.16,6.87,15.47
P1,19/12/2025,20:15,Estoril,Sp Braga,1,0,H,1,0,H,13,12,7,5,12,8,9,5,5,2,0,0,5.25,4,1.53,5.25,4,1.6,5.97,4.28,1.57,5.34,3.92,1.57,4.75,3.9,1.62,4.97,4.09,1.69,5.02,3.91
P1,20/12/2025,18:00,Gil Vicente,Rio Ave,2,2,D,1,1,D,23,3,5,2,16,16,10,1,3,5,0,1,1.68,3.5,5,1.73,3.6,4.6,1.73,3.6,5.03,1.71,3.53,4.8,1.76,3.5,4.5,1.78,3.69,4.93,1.76,3.47,4.49
P1,20/12/2025,20:30,Estrela,Moreirense,0,0,D,0,0,D,13,16,3,7,15,19,3,7,2,1,0,0,2.35,3.25,2.85,2.45,3.2,2.85,2.52,3.12,3.01,2.4,3.11,2.94,2.7,2.95,2.7,2.93,2.98,2.81,2.71,2.97,2.67
P1,21/12/2025,15:30,AVS,Nacional,2,2,D,2,0,H,16,19,3,6,10,11,9,2,1,0,1,0,3.2,3.3,2.2,3.25,3.2,2.2,3.12,3.39,2.3,3.11,3.19,2.25,2.57,3.3,2.57,2.75,3.38,2.68,2.74,3.19,2.51
P1,21/12/2025,18:00,Tondela,Casa Pia,1,2,A,0,0,D,11,12,4,5,10,16,6,4,2,3,0,0,2.15,3.25,3.4,2.2,3.2,3.3,2.2,3.22,3.5,2.16,3.15,3.38,2.2,3.05,3.4,2.27,3.26,3.48,2.18,3.09,3.37
P1,21/12/2025,20:30,Santa Clara,Arouca,0,0,D,0,0,D,9,8,5,2,15,14,2,4,2,2,0,0,1.79,3.25,4.75,1.8,3.3,4.6,1.84,3.38,4.67,1.79,3.29,4.64,1.76,3.25,5,1.85,3.37,5.2,1.77,3.29,4.79
P1,22/12/2025,18:45,Alverca,Porto,0,3,A,0,1,A,8,14,5,6,8,12,4,1,1,1,0,0,9,4.75,1.33,7.75,4.8,1.37,8.88,4.9,1.35,8.72,4.6,1.34,9,5,1.3,10.42,4.85,1.36,9.03,4.71
P1,22/12/2025,20:45,Benfica,Famalicao,1,0,H,1,0,H,9,4,6,2,11,21,5,2,0,1,0,0,1.33,4.5,9,1.35,5,8.25,1.33,5.18,8.77,1.33,4.74,8.55,1.3,5.25,9,1.37,4.88,7.82,1.34,4.8,8.11
P1,23/12/2025,20:45,Guimaraes,Sp Lisbon,1,4,A,0,2,A,17,16,5,7,21,14,2,5,3,5,1,0,7,4.5,1.39,7,4.5,1.42,7.46,4.65,1.41,7.34,4.41,1.39,6,4.33,1.45,7.21,4.62,1.46,6.66,4.31
P1,27/12/2025,18:00,Famalicao,Estrela,2,3,A,2,2,D,22,6,5,4,18,16,9,4,3,5,0,0,1.53,3.7,6,1.57,4,5.5,1.59,3.92,5.79,1.56,3.81,5.61,1.42,4,7.5,1.49,4.27,7.55,1.46,4.08,6.71
P1,27/12/2025,20:30,Estoril,Alverca,4,1,H,2,0,H,9,12,4,7,12,11,3,7,2,3,0,0,2.15,3.25,3.25,2.15,3.4,3.25,2.24,3.46,3.17,2.17,3.3,3.21,2.01,3.3,3.5,2.18,3.47,3.48,2.12,3.3,3.28
P1,28/12/2025,15:30,Arouca,Gil Vicente,2,2,D,2,1,H,9,17,5,5,13,5,4,8,5,2,0,0,3.9,3.2,1.96,3.75,3.3,1.98,3.99,3.31,2.01,3.87,3.25,1.95,4.33,3.05,1.86,4.5,3.37,1.93,4.2,3.25
P1,28/12/2025,15:30,Casa Pia,Guimaraes,0,0,D,0,0,D,5,13,2,2,23,11,2,3,4,2,0,0,3.3,2.95,2.25,3.1,3.1,2.35,3.42,3.1,2.3,3.19,3.01,2.3,3.3,2.82,2.35,3.24,2.99,2.57,3.08,2.95
P1,28/12/2025,18:00,Sp Braga,Benfica,2,2,D,2,1,H,11,14,3,6,14,9,1,5,4,2,1,0,3.3,3.3,2.1,3.3,3.4,2.1,3.43,3.34,2.18,3.35,3.24,2.12,4,3.05,1.96,3.68,3.34,2.16,3.56,3.24
P1,28/12/2025,20:30,Sp Lisbon,Rio Ave,4,0,H,1,0,H,23,5,12,0,13,6,8,1,1,1,0,0,1.11,7,17,1.17,8.25,12.5,1.14,8.95,15.32,1.14,7.56,14.63,1.05,10,21,1.08,12.66,30.26,1.08,9.53,23.13
P1,29/12/2025,20:15,Porto,AVS,2,0,H,0,0,D,18,7,4,1,8,7,7,0,1,1,0,0,1.1,7,19,1.14,8.75,15.5,1.12,8.84,20.84,1.12,7.87,17.82,1.08,9.5,19,1.11,10.19,22.72,1.1,8.67,19.59
P1,02/01/2026,18:45,Gil Vicente,Sp Lisbon,1,1,D,0,1,A,19,14,9,4,17,14,8,7,4,4,0,1,7,4.1,1.42,6.75,4.33,1.46,7.3,4.62,1.46,7.03,4.25,1.43,7,4.2,1.45,7.17,4.47,1.48,6.81,4.17
P1,02/01/2026,20:45,Guimaraes,Nacional,2,1,H,0,0,D,9,14,4,4,20,18,2,3,1,3,0,0,1.81,3.3,4.5,1.87,3.4,4.1,1.91,3.6,4.3,1.85,3.38,4.17,1.91,3.2,4.33,1.92,3.45,4.47,1.87,3.29,4.18
P1,03/01/2026,15:30,Tondela,Arouca,3,1,H,2,1,H,5,11,3,4,12,7,2,9,3,1,0,0,2.05,3.3,3.5,2.15,3.3,3.3,2.14,3.36,3.51,2.11,3.25,3.37,2.3,3.2,3.2,2.44,3.32,3.11,2.32,3.17,3.04
P1,03/01/2026,18:00,Benfica,Estoril,3,1,H,2,1,H,20,9,3,4,12,15,7,3,0,2,0,0,1.19,5.75,13,1.24,6,11,1.22,6.46,11.28,1.22,5.89,11.31,1.17,7,12,1.21,7.18,12.4,1.21,6.2,11.41
P1,03/01/2026,18:00,Estrela,Sp Braga,3,3,D,1,1,D,11,10,4,6,14,8,5,7,2,1,0,0,6.5,4.33,1.45,6.25,4.33,1.49,6.6,4.27,1.49,6.55,4.13,1.47,4.75,3.6,1.68,5.13,3.67,1.76,4.8,3.56
P1,03/01/2026,20:30,AVS,Moreirense,0,2,A,0,1,A,9,12,4,5,23,11,2,4,5,3,0,0,3.4,3.05,2.2,3.25,3.25,2.2,3.44,3.17,2.25,3.29,3.12,2.2,3.6,3.2,2.05,3.71,3.28,2.18,3.53,3.14
P1,04/01/2026,15:30,Rio Ave,Casa Pia,3,1,H,0,0,D,12,15,8,5,10,23,9,4,0,1,0,0,2.32,3.05,3.05,2.35,3.25,2.95,2.4,3.12,3.2,2.29,3.1,3.14,2.4,3.2,2.85,2.51,3.11,3.2,2.38,3.04,3.03
P1,04/01/2026,18:00,Santa Clara,Porto,0,1,A,0,0,D,12,8,0,5,20,22,2,7,2,4,0,0,8,4,1.42,7.25,4,1.47,7.56,4.12,1.47,7.43,3.91,1.45,7,3.6,1.51,7.67,4.01,1.52,7.28,3.74
P1,04/01/2026,20:30,Alverca,Famalicao,1,0,H,0,0,D,10,14,4,2,14,22,3,4,2,2,0,0,3.6,3.3,2.01,3.7,3.4,1.98,3.67,3.35,2.09,3.6,3.25,2.02,3.6,3.25,2.01,3.8,3.33,2.12,3.59,3.23
P1,11/01/2026,15:30,Nacional,Santa Clara,3,3,D,2,2,D,13,22,5,6,14,11,2,8,4,4,0,0,2.7,3,2.7,2.75,3,2.65,2.79,3.04,2.76,2.75,2.95,2.65,2.65,2.85,2.75,2.81,2.98,2.94,2.68,2.89,2.77
P1,11/01/2026,18:00,Moreirense,Tondela,1,0,H,0,0,D,7,8,2,2,7,13,4,2,1,1,0,0,2.01,3.2,3.9,2.15,3.25,3.4,2.11,3.27,3.69,2.09,3.21,3.49,2.25,3,3.3,2.36,3.16,3.4,2.29,3.05,3.2
P1,16/01/2026,20:15,Sp Lisbon,Casa Pia,3,0,H,2,0,H,16,6,4,1,12,12,4,6,0,2,0,1,1.17,6.5,13,1.21,6.75,12,1.22,7,14,1.19,6.44,12.88,1.15,7,13,1.2,8,15,1.17,6.74,13.63
P1,17/01/2026,15:30,Gil Vicente,Nacional,2,1,H,1,1,D,16,13,4,4,7,18,7,5,1,2,0,0,1.61,3.6,5.5,1.66,3.7,5,1.67,3.8,5.8,1.62,3.68,5.3,1.71,3.4,5,1.78,3.6,5.1,1.72,3.46,4.79
P1,17/01/2026,18:00,Alverca,Moreirense,2,1,H,0,0,D,15,10,3,4,16,6,4,0,3,1,0,0,2.7,2.82,2.75,2.7,3,2.7,2.75,3.05,2.9,2.65,2.93,2.78,2.32,2.85,3.4,2.5,3,3.4,2.38,2.87,3.21
P1,17/01/2026,18:00,AVS,Arouca,0,1,A,0,1,A,12,18,3,3,11,12,2,3,3,6,1,0,3,3.1,2.45,2.85,3.25,2.4,3,3.3,2.6,2.83,3.16,2.45,2.57,3,2.75,2.65,3.08,2.68,2.63,3.08,2.68
P1,17/01/2026,20:30,Rio Ave,Benfica,0,2,A,0,2,A,7,24,1,8,12,8,3,11,1,2,0,0,10,5,1.27,9,5.25,1.31,10,5.25,1.35,9.32,5.04,1.3,9.5,5,1.27,10,5.6,1.33,8.92,5.16
P1,18/01/2026,15:30,Santa Clara,Famalicao,0,1,A,0,0,D,15,7,1,3,17,18,9,2,1,1,0,0,2.82,3,2.55,2.95,3,2.5,2.96,2.93,2.5,3.15,3,2.76,3,3,2.5,3.05,3.05,2.57,2.96,2.92,2.51
P1,18/01/2026,18:00,Tondela,Sp Braga,0,1,A,0,0,D,7,11,2,4,19,14,1,5,3,3,0,1,5.75,3.75,1.56,5.5,3.75,1.6,5.69,3.67,1.58,,,,6.5,4,1.46,6.23,3.87,1.51,7.4,4.2
P1,18/01/2026,20:30,Guimaraes,Porto,0,1,A,0,0,D,20,12,3,3,19,15,6,1,4,2,1,0,7,4.1,1.45,7,4.2,1.46,7.07,4.04,1.45,,,,7,4.1,1.42,6.86,4.07,1.45,8.2,4.4
P1,19/01/2026,20:15,Estrela,Estoril,0,5,A,0,1,A,6,11,2,6,16,12,1,4,2,2,1,0,2.7,3.3,2.45,2.8,3.3,2.4,2.76,3.27,2.44,,,,2.7,3.4,2.4,2.79,3.28,2.42,3.05,3.35
P1,23/01/2026,20:15,Casa Pia,AVS,3,3,D,1,0,H,9,27,4,7,15,13,2,11,3,5,0,0,2.01,3.1,4,2,3.2,3.7,2.05,3.3,4,2,3.16,3.83,2.01,3.1,3.9,2.03,3.09,3.83,2.14,3.3,4.3
P1,24/01/2026,15:30,Moreirense,Santa Clara,1,0,H,0,0,D,3,9,1,1,13,22,5,5,2,2,0,0,2.65,3,2.75,2.75,2.9,2.7,2.71,2.87,2.76,2.84,2.81,2.68,3,2.85,2.5,2.84,2.81,2.68,3.15,2.96,2.84
P1,24/01/2026,18:00,Arouca,Sp Lisbon,1,2,A,0,1,A,11,15,5,4,11,12,4,7,3,4,1,1,12,5.5,1.22,10,6,1.25,10.87,5.7,1.23,10.66,5.34,1.28,8,5.75,1.3,8.76,5.34,1.28,12.5,6.2
P1,24/01/2026,20:30,Estoril,Guimaraes,4,2,H,1,2,A,16,13,6,4,9,19,4,2,2,3,0,0,2.35,3.3,2.85,2.45,3.3,2.75,2.52,3.3,2.9,2.43,3.17,2.81,2.32,3.5,2.82,2.48,3.5,2.9,2.39,3.33,2.78
P1,25/01/2026,15:30,Nacional,Rio Ave,4,0,H,1,0,H,14,11,5,6,18,6,5,5,3,0,0,0,2.15,3.3,3.3,2.25,3.3,3.1,2.28,3.33,3.3,2.2,3.25,3.15,1.86,3.6,3.9,1.98,3.6,3.9,1.92,3.49,3.67
P1,25/01/2026,18:00,Benfica,Estrela,4,0,H,1,0,H,15,4,8,1,10,24,6,1,3,4,0,0,1.1,9,19,1.14,8,17.5,1.14,9,23,1.12,7.72,18.86,1.15,7.5,13,1.19,7.5,17,1.17,6.53,14.58
P1,25/01/2026,18:00,Famalicao,Tondela,3,0,H,1,0,H,9,2,4,0,9,20,3,4,0,1,0,0,1.56,3.8,5.75,1.6,3.8,5.5,1.62,3.8,5.75,1.59,3.7,5.58,1.56,4,5.5,1.6,4,6,1.55,3.83,5.73
P1,25/01/2026,20:30,Sp Braga,Alverca,5,0,H,4,0,H,17,3,7,0,9,11,7,0,2,2,0,0,1.37,4.5,8,1.4,4.75,7.25,1.4,4.75,8.4,1.38,4.48,7.53,1.39,4.33,8,1.45,4.5,8,1.41,4.27,7.29
