Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,PSH,PSD,PSA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,PSCH,PSCD,PSCA,MaxCH,MaxCD,MaxCA,AvgCH,AvgCD,AvgCA
F1,29/10/2025,20:05,Marseille,Angers,2,2,D,0,1,A,11,12,6,6,11,7,1,5,2,1,0,0,1.22,6.5,12,1.23,6.5,12.5,1.22,6.86,12.64,1.22,6.13,12.53,1.25,6.5,10,1.23,6.77,12.63,1.23,6.24,11.84
F1,29/10/2025,20:05,Nantes,Monaco,3,5,A,2,2,D,18,19,5,9,13,17,1,3,3,5,0,0,4.75,4,1.7,4.6,4.1,1.66,4.97,4,1.71,4.78,3.98,1.66,4.6,4,1.7,4.89,4.1,1.72,4.65,3.99
F1,29/10/2025,20:05,Paris FC,Lyon,3,3,D,0,1,A,11,7,3,4,18,16,4,2,6,2,1,1,2.7,3.5,2.5,2.6,3.6,2.5,2.7,3.61,2.59,2.63,3.54,2.49,2.75,3.4,2.6,2.77,3.51,2.62,2.67,3.45,2.53
F1,29/10/2025,20:05,Strasbourg,Auxerre,3,0,H,0,0,D,18,6,9,1,11,16,4,3,1,1,0,0,1.75,3.8,4.5,1.73,3.9,4.5,1.76,4.03,4.56,1.71,3.87,4.55,1.67,4,4.75,1.66,4.11,5.44,1.68,3.85,4.87
F1,29/10/2025,20:05,Toulouse,Rennes,2,2,D,0,0,D,15,11,4,5,9,12,5,8,2,3,0,0,2.15,3.5,3.3,2.1,3.5,3.4,2.21,3.53,3.36,2.12,3.44,3.32,1.95,3.6,3.8,1.95,3.64,3.92,1.95,3.52,3.72
F1,01/11/2025,16:00,Paris SG,Nice,1,0,H,0,0,D,28,5,8,2,12,5,11,1,3,1,0,0,1.25,6,10,1.26,6.5,10,1.26,6.72,10.13,1.24,6.28,10.01,1.17,8,15,1.19,7.96,14.78,1.15,8.09,15.47
F1,01/11/2025,18:00,Monaco,Paris FC,0,1,A,0,0,D,10,9,1,1,10,12,3,2,3,2,0,0,1.67,4.33,4.33,1.68,4.2,4.4,1.68,4.49,4.56,1.67,4.26,4.36,1.7,4.2,4.33,1.67,4.26,5.01,1.66,4.2,4.58
F1,01/11/2025,20:05,Auxerre,Marseille,0,1,A,0,1,A,9,6,4,2,12,14,3,3,3,4,1,1,4.75,4,1.67,4.6,4.1,1.68,4.95,4.15,1.68,4.76,3.98,1.66,5.25,3.8,1.67,5.07,3.98,1.71,5.23,3.83
F1,02/11/2025,14:00,Rennes,Strasbourg,4,1,H,2,0,H,13,20,6,2,15,9,6,5,1,1,0,0,2.25,3.6,3,2.35,3.6,2.8,2.35,3.68,2.98,2.3,3.56,2.86,2.7,3.5,2.5,2.83,3.46,2.6,2.68,3.44,2.52
F1,02/11/2025,16:15,Lens,Lorient,3,0,H,1,0,H,9,12,6,3,8,10,7,6,2,2,0,0,1.48,4.33,6.5,1.47,4.6,6.25,1.48,4.55,7.01,1.45,4.46,6.61,1.57,4.1,5.75,1.59,4.33,5.76,1.55,4.18,5.74
F1,02/11/2025,16:15,Lille,Angers,1,0,H,1,0,H,15,6,4,1,10,10,9,2,1,0,0,0,1.27,6,10,1.28,5.75,10,1.28,5.98,11.29,1.28,5.52,10.33,1.36,5.25,8,1.36,5.39,8.61,1.35,5.02,8.35
F1,02/11/2025,16:15,Nantes,Metz,0,2,A,0,0,D,16,14,4,7,8,8,8,5,1,3,0,0,1.91,3.6,4,1.95,3.4,3.9,1.92,3.73,4.07,1.89,3.52,4,2.1,3.6,3.3,2.14,3.61,3.52,2.08,3.52,3.38
F1,02/11/2025,16:15,Toulouse,Le Havre,0,0,D,0,0,D,18,9,2,3,12,14,10,2,1,2,0,0,1.75,3.7,4.75,1.75,3.7,4.6,1.78,3.74,4.82,1.73,3.67,4.65,1.7,3.6,5.25,1.78,3.7,5.03,1.71,3.63,4.94
F1,02/11/2025,19:45,Brest,Lyon,0,0,D,0,0,D,13,4,3,2,19,6,12,2,1,0,0,1,3.1,3.5,2.25,3.1,3.5,2.25,3.16,3.54,2.3,3.05,3.48,2.22,3.3,3.4,2.2,3.56,3.34,2.23,3.37,3.32,2.16
F1,07/11/2025,19:45,Paris FC,Rennes,0,1,A,0,0,D,19,10,4,3,9,13,8,9,4,2,0,0,2.2,3.5,3.2,2.2,3.5,3.1,2.27,3.61,3.22,2.19,3.5,3.13,2.25,3.6,3,2.35,3.6,3.09,2.22,3.52,3.07
F1,08/11/2025,16:00,Marseille,Brest,3,0,H,2,0,H,19,4,7,2,12,10,6,2,0,1,0,0,1.44,4.75,6.5,1.44,4.8,6.5,1.47,4.67,6.94,1.44,4.61,6.58,1.5,4.5,5.75,1.51,4.81,6.49,1.46,4.62,6.28
F1,08/11/2025,18:00,Le Havre,Nantes,1,1,D,0,1,A,17,5,4,2,15,13,8,3,3,3,0,0,1.9,3.3,4.5,1.9,3.4,4.2,1.91,3.43,4.56,1.89,3.32,4.29,1.9,3.3,4.33,1.9,3.4,4.77,1.86,3.33,4.51
F1,08/11/2025,20:05,Monaco,Lens,1,4,A,1,3,A,16,20,6,12,15,19,5,4,1,2,1,0,2.05,3.9,3.2,2,3.9,3.3,2.1,3.85,3.35,2.03,3.82,3.23,2,3.9,3.4,2.02,3.84,3.65,1.98,3.81,3.43
F1,09/11/2025,14:00,Lorient,Toulouse,1,1,D,1,0,H,10,6,2,2,6,18,6,4,0,4,0,0,3,3.3,2.4,3,3.3,2.3,2.99,3.32,2.51,2.96,3.26,2.38,3.1,3.3,2.35,3.26,3.22,2.44,3.03,3.21,2.38
F1,09/11/2025,16:15,Angers,Auxerre,2,0,H,0,0,D,9,12,5,5,19,14,3,3,2,2,0,0,2.55,3.1,2.9,2.5,3.2,2.9,2.62,3.18,2.97,2.57,3.15,2.81,2.55,3,3,2.62,3.11,3.1,2.54,3.01,2.98
F1,09/11/2025,16:15,Metz,Nice,2,1,H,0,1,A,9,11,2,4,12,19,6,3,2,4,0,0,3.3,3.6,2.1,3.3,3.7,2.05,3.35,3.73,2.14,3.32,3.62,2.06,3,3.6,2.25,3.06,3.67,2.33,3,3.58,2.24
F1,09/11/2025,16:15,Strasbourg,Lille,2,0,H,1,0,H,5,7,2,4,9,20,1,4,4,3,0,1,2.63,3.5,2.55,2.7,3.5,2.45,2.68,3.71,2.56,2.69,3.51,2.46,2.6,3.75,2.5,2.78,3.67,2.53,2.67,3.54,2.48
F1,09/11/2025,19:45,Lyon,Paris SG,2,3,A,1,2,A,9,9,2,4,10,8,5,5,5,2,1,0,4.2,3.9,1.8,3.9,4,1.82,4.22,4,1.82,4,3.88,1.79,5.75,4.1,1.57,5.94,4.14,1.6,5.72,4.09
F1,21/11/2025,19:45,Nice,Marseille,1,5,A,0,2,A,15,13,7,11,9,10,8,6,2,2,0,0,3.8,3.75,1.91,3.75,3.6,1.93,3.92,3.7,1.96,3.72,3.68,1.92,3.7,3.7,1.95,3.78,3.71,2.02,3.65,3.62
F1,22/11/2025,16:00,Lens,Strasbourg,1,0,H,0,0,D,13,7,5,1,13,13,3,1,2,3,1,1,2.05,3.75,3.4,1.98,3.75,3.5,2.05,3.71,3.48,2.05,3.68,3.43,2.15,3.7,3.2,2.19,3.67,3.35,2.15,3.63,3.27
F1,22/11/2025,18:00,Rennes,Monaco,4,1,H,1,0,H,17,13,9,3,3,13,4,6,0,1,0,1,2.63,3.7,2.45,2.65,3.75,2.4,2.71,3.8,2.49,2.64,3.66,2.42,2.35,3.7,2.8,2.47,3.7,2.84,2.43,3.64,2.68
F1,22/11/2025,20:05,Paris SG,Le Havre,3,0,H,1,0,H,31,12,11,4,10,8,6,4,2,1,0,0,1.18,7.5,12,1.18,7.5,15,1.16,9.07,14.62,1.17,7.33,14.78,1.22,6.5,11,1.21,7.28,13.39,1.21,6.45,12.38
F1,23/11/2025,14:00,Auxerre,Lyon,0,0,D,0,0,D,12,16,5,7,10,11,7,11,1,3,0,0,3.9,3.4,2,3.8,3.4,2,3.86,3.53,2.03,3.72,3.43,1.98,3.9,3.5,1.95,4.06,3.54,2,3.86,3.41,1.97
F1,23/11/2025,16:15,Brest,Metz,3,2,H,1,1,D,20,7,7,3,11,8,6,2,2,3,0,0,1.8,3.75,4.33,1.77,3.75,4.4,1.85,3.81,4.3,1.78,3.56,4.26,1.85,3.75,4,1.85,3.83,4.38,1.8,3.73,4.21
F1,23/11/2025,16:15,Nantes,Lorient,1,1,D,0,1,A,9,7,1,1,17,17,1,1,1,1,0,0,2.63,3.3,2.7,2.55,3.3,2.7,2.65,3.49,2.71,2.56,3.3,2.7,3,3.3,2.4,3.1,3.4,2.44,2.95,3.29,2.4
F1,23/11/2025,16:15,Toulouse,Angers,0,1,A,0,1,A,25,6,6,2,15,15,11,1,1,3,0,0,1.6,3.8,6,1.63,3.9,5.5,1.62,3.97,5.96,1.6,3.79,5.64,1.7,3.6,5.5,1.69,3.75,5.74,1.66,3.67,5.45
F1,23/11/2025,19:45,Lille,Paris FC,4,2,H,1,1,D,17,6,10,3,9,12,9,4,1,2,0,0,1.62,4,5.5,1.61,4.1,5.25,1.62,4.34,5.28,1.6,4.08,5.08,1.67,3.9,5,1.7,4.03,5.15,1.66,3.91,4.95
F1,28/11/2025,19:45,Metz,Rennes,0,1,A,0,1,A,16,9,5,2,9,8,6,3,0,0,0,0,4,3.6,1.85,3.7,3.75,1.93,4,3.97,1.89,3.78,3.75,1.88,3.75,3.8,1.85,3.76,3.94,1.96,3.63,3.79
F1,29/11/2025,16:00,Monaco,Paris SG,1,0,H,0,0,D,10,17,5,4,10,13,4,4,3,1,1,0,5,4.33,1.6,4.8,4.5,1.6,5.1,4.59,1.6,4.95,4.47,1.57,4.33,4.2,1.7,4.62,4.41,1.69,4.42,4.32
F1,29/11/2025,18:00,Paris FC,Auxerre,1,1,D,1,1,D,11,11,2,3,11,17,4,3,2,1,0,0,1.8,3.6,4.5,1.82,3.7,4.2,1.82,3.81,4.49,1.79,3.68,4.27,1.85,3.5,4.2,1.82,3.61,4.4,1.79,3.55,4.08
F1,29/11/2025,20:05,Marseille,Toulouse,2,2,D,0,1,A,20,6,5,4,7,10,9,1,2,1,0,0,1.6,3.9,6,1.62,4,5.25,1.62,4.17,5.51,1.59,4.01,5.38,1.67,3.9,4.75,1.68,4.04,5.22,1.64,3.98,5.01
F1,30/11/2025,14:00,Strasbourg,Brest,1,2,A,1,0,H,14,7,6,4,12,14,5,0,0,3,0,0,1.8,3.75,4.33,1.83,3.75,4.1,1.83,3.83,4.4,1.82,3.68,4.11,1.8,3.8,4.33,1.84,3.87,4.33,1.79,3.78,4.24
F1,30/11/2025,16:15,Angers,Lens,1,2,A,0,1,A,7,17,5,6,7,11,2,8,1,1,0,0,4.75,3.8,1.75,4.5,3.75,1.75,4.78,3.88,1.76,4.56,3.74,1.7,4.6,3.9,1.7,5.48,3.86,1.7,4.79,3.85
F1,30/11/2025,16:15,Le Havre,Lille,0,1,A,0,0,D,14,8,7,2,15,13,6,2,1,3,0,1,4.33,3.6,1.85,4.1,3.6,1.87,4.31,3.7,1.88,4.19,3.58,1.83,4.75,3.7,1.75,4.64,3.79,1.81,4.44,3.67
F1,30/11/2025,16:15,Lorient,Nice,3,1,H,2,1,H,18,9,7,2,7,11,3,7,1,2,0,0,2.45,3.3,2.88,2.4,3.4,2.85,2.45,3.38,3.03,2.43,3.31,2.84,2.35,3.4,3,2.44,3.46,3.03,2.37,3.38,2.91
F1,30/11/2025,19:45,Lyon,Nantes,3,0,H,0,0,D,20,6,8,2,14,9,7,0,1,2,0,1,1.42,4.75,7,1.46,4.6,6.75,1.45,4.83,7.17,1.44,4.44,6.78,1.4,4.75,8,1.42,4.9,7.88,1.38,4.75,7.95
F1,05/12/2025,18:00,Brest,Monaco,1,0,H,1,0,H,12,10,4,2,17,15,2,3,2,4,1,0,3.3,3.9,2,3.25,3.8,2.05,3.45,3.94,2.06,3.32,3.79,2.02,3.3,3.8,2,3.55,3.82,2.06,3.32,3.77
F1,06/12/2025,16:00,Nantes,Lens,1,2,A,1,1,D,10,20,4,6,8,13,1,12,2,0,0,0,4.75,3.9,1.7,4.75,4,1.66,4.98,4.09,1.69,4.84,3.95,1.66,5,3.9,1.67,5.17,3.9,1.71,4.87,3.86
F1,06/12/2025,18:00,Toulouse,Strasbourg,1,0,H,1,0,H,6,3,3,0,21,13,1,2,3,3,0,0,2.5,3.4,2.8,2.45,3.4,2.75,2.58,3.42,2.83,2.46,3.35,2.78,2.6,3.3,2.8,2.65,3.32,2.87,2.52,3.27,2.79
F1,06/12/2025,20:05,Paris SG,Rennes,5,0,H,2,0,H,20,6,9,2,9,5,8,6,0,3,0,1,1.3,6.5,7.5,1.3,6.25,8.25,1.31,6.21,8.64,1.28,5.86,8.8,1.3,6.25,8,1.3,6.31,8.96,1.27,6.18,8.89
F1,07/12/2025,14:00,Nice,Angers,0,1,A,0,1,A,13,8,3,4,11,9,4,1,1,1,1,0,1.95,3.6,3.8,1.9,3.7,3.75,2.02,3.62,3.79,1.93,3.59,3.72,1.75,3.7,4.75,1.8,3.77,4.78,1.78,3.66,4.45
F1,07/12/2025,16:15,Auxerre,Metz,3,1,H,2,1,H,14,5,7,3,10,12,5,3,2,1,0,0,2,3.5,3.75,2,3.5,3.7,2.01,3.52,3.96,1.99,3.43,3.7,2,3.4,3.75,2,3.52,3.87,2,3.45,3.73
F1,07/12/2025,16:15,Le Havre,Paris FC,0,0,D,0,0,D,13,13,2,2,10,13,7,2,0,2,0,0,2.7,3.2,2.7,2.6,3.4,2.6,2.72,3.3,2.76,2.66,3.28,2.61,2.9,3.1,2.63,2.97,3.24,2.62,2.78,3.19,2.58
F1,07/12/2025,19:45,Lorient,Lyon,1,0,H,1,0,H,14,7,6,4,12,21,1,7,2,2,0,1,3.2,3.5,2.2,3.1,3.5,2.25,3.32,3.58,2.21,3.11,3.46,2.22,3.75,3.4,2.05,3.82,3.47,2.09,3.65,3.35
F1,12/12/2025,19:45,Angers,Nantes,4,1,H,1,0,H,20,7,9,4,17,13,6,3,1,2,0,0,2.15,3.2,3.6,2.15,3.1,3.7,2.19,3.27,3.77,2.11,3.16,3.64,2.15,3.2,3.6,2.2,3.23,3.79,2.15,3.15,3.58
F1,13/12/2025,16:00,Rennes,Brest,3,1,H,2,1,H,9,14,5,7,16,22,5,7,2,3,0,0,1.83,3.75,4.1,1.83,3.8,4,1.84,3.93,4.2,1.82,3.7,4.06,1.85,3.8,4,1.89,3.88,4.16,1.84,3.71,4.01
F1,13/12/2025,18:00,Metz,Paris SG,2,3,A,1,2,A,9,14,5,9,10,10,4,4,2,1,0,0,10,6.5,1.25,10,6.5,1.25,10.74,6.84,1.24,10.09,6.31,1.24,10,6.5,1.26,10.63,6.79,1.26,10.03,6.34
F1,13/12/2025,20:05,Paris FC,Toulouse,0,3,A,0,2,A,9,7,2,4,12,14,7,4,3,1,0,0,2.4,3.4,2.88,2.4,3.4,2.87,2.48,3.31,3.05,2.39,3.3,2.91,2.75,3.2,2.7,2.78,3.19,2.83,2.7,3.16,2.68
F1,14/12/2025,14:00,Lyon,Le Havre,1,0,H,0,0,D,18,10,4,4,14,18,5,4,2,4,0,0,1.6,4.1,5.25,1.6,3.9,5.75,1.6,4.12,5.85,1.57,3.92,5.76,1.6,4,5.25,1.64,4.11,5.66,1.61,3.94,5.38
F1,14/12/2025,16:15,Auxerre,Lille,3,4,A,0,1,A,18,8,8,5,21,10,10,3,5,2,2,2,4.5,3.6,1.8,4.5,3.6,1.78,4.46,3.76,1.83,4.41,3.62,1.78,4.5,3.6,1.78,4.4,3.46,1.95,4.16,3.34
F1,14/12/2025,16:15,Lens,Nice,2,0,H,1,0,H,15,8,5,4,17,13,2,5,0,2,0,0,1.48,4.5,6.25,1.5,4.5,6,1.49,4.72,6.49,1.48,4.51,5.97,1.57,4.5,5.25,1.56,4.65,5.68,1.52,4.52,5.55
F1,14/12/2025,16:15,Strasbourg,Lorient,0,0,D,0,0,D,12,10,2,2,6,3,11,3,1,0,0,0,1.73,3.7,4.75,1.73,3.8,4.6,1.75,3.96,4.72,1.72,3.76,4.54,1.75,3.8,4.33,1.82,3.8,4.62,1.76,3.73,4.41
F1,14/12/2025,19:45,Marseille,Monaco,1,0,H,0,0,D,18,18,8,7,11,11,3,7,2,1,0,0,1.9,3.75,3.75,1.87,3.9,3.75,1.93,3.93,3.81,1.86,3.89,3.67,2.05,3.5,3.5,2.09,3.63,3.65,2.01,3.59,3.5
F1,02/01/2026,19:45,Toulouse,Lens,0,3,A,0,0,D,8,16,2,7,16,16,2,8,2,3,1,0,2.45,3.1,2.55,2.5,3.3,2.75,2.64,3.35,2.86,2.54,3.26,2.74,2.55,3.2,2.88,2.58,3.26,3,2.51,3.18,2.86
F1,03/01/2026,16:00,Monaco,Lyon,1,3,A,1,1,D,6,13,2,9,14,12,7,2,2,3,1,0,2,3.75,3.5,2,3.8,3.3,2.09,3.89,3.36,2.1,3.72,3.36,2.14,2.05,3.75,3.4,2.1,3.71,3.48,2.07,3.65,3.29
F1,03/01/2026,18:00,Nice,Strasbourg,1,1,D,0,1,A,19,8,6,5,12,12,5,7,1,2,0,0,2.7,3.4,2.6,2.65,3.4,2.6,2.72,3.53,2.61,2.68,3.39,2.53,3.1,3.4,2.25,3.44,3.52,2.21,3.13,3.43
F1,03/01/2026,20:05,Lille,Rennes,0,2,A,0,0,D,13,18,3,4,4,14,4,7,1,1,1,0,1.9,3.7,4,1.88,3.7,3.9,1.89,3.67,4.27,1.87,3.63,3.92,1.73,4,4.75,1.76,3.92,4.78,1.73,3.86,4.48
F1,04/01/2026,14:00,Marseille,Nantes,0,2,A,0,1,A,11,15,4,9,17,20,6,3,2,3,2,0,1.22,6.5,12,1.25,6.5,10.5,1.23,6.8,11.54,1.22,6.36,11.34,1.25,6.25,9.5,1.27,6.42,10.55,1.25,6.18,10.28
F1,04/01/2026,16:15,Brest,Auxerre,2,0,H,1,0,H,11,10,4,1,16,9,7,6,3,2,0,0,1.91,3.4,4.2,1.9,3.5,4.1,1.96,3.33,4.47,1.91,3.36,4.04,1.9,3.4,4.33,2.01,3.38,4.27,1.93,3.33,4.11
F1,04/01/2026,16:15,Le Havre,Angers,2,1,H,1,0,H,11,9,6,3,15,8,6,6,1,1,0,0,2.05,3.3,3.7,2.1,3.25,3.6,2.08,3.38,3.87,2.05,3.25,3.66,2.38,3.2,3.1,2.47,3.28,3.14,2.37,3.2,3.05
F1,04/01/2026,16:15,Lorient,Metz,1,1,D,0,1,A,16,8,5,2,9,8,4,4,1,2,0,0,1.8,3.5,4.75,1.78,3.7,4.4,1.81,3.83,4.51,1.77,3.64,4.37,1.85,3.6,4.2,1.84,3.78,4.52,1.83,3.61,4.2
F1,04/01/2026,19:45,Paris SG,Paris FC,2,1,H,1,0,H,20,6,6,3,7,4,7,1,1,0,0,0,1.17,7.5,17,1.19,7.5,13.5,1.21,6.53,16.75,1.17,7.2,14.25,1.13,8.5,19,1.15,9.78,17,1.12,9.05,17.31
F1,16/01/2026,18:00,Monaco,Lorient,1,3,A,0,0,D,14,14,7,4,16,9,4,3,1,0,0,0,1.65,4.2,4.75,1.65,4.33,4.6,1.68,4.15,4.66,1.62,4.2,5,1.65,4.33,5,1.62,4.17,4.88
F1,16/01/2026,20:00,Paris SG,Lille,3,0,H,1,0,H,13,7,7,4,14,6,4,2,0,1,0,0,1.3,5.75,8,1.35,5.5,7.75,1.31,5.52,8.43,1.27,6.25,9,1.29,6.4,10.5,1.27,6.05,9.35
F1,17/01/2026,16:00,Lens,Auxerre,1,0,H,0,0,D,19,5,7,0,19,20,1,5,2,5,0,0,1.42,4.5,7.5,1.44,4.6,6.75,1.42,4.46,7.24,1.48,4.5,6.25,1.52,4.6,7.5,1.46,4.32,6.74
F1,17/01/2026,18:00,Toulouse,Nice,5,1,H,2,0,H,22,15,10,6,12,17,6,7,1,2,0,0,1.95,3.5,3.9,1.93,3.6,3.8,1.92,3.51,3.82,1.95,3.4,3.9,1.98,3.5,3.85,1.95,3.46,3.81
F1,17/01/2026,20:05,Angers,Marseille,2,5,A,1,4,A,7,23,3,11,9,8,6,2,1,1,0,0,5.75,4,1.6,5.25,4.1,1.61,5.5,3.93,1.59,5.5,3.9,1.61,5.62,4.05,1.57,5.5,3.93
F1,18/01/2026,14:00,Strasbourg,Metz,2,1,H,2,1,H,14,9,6,2,12,12,4,1,2,3,0,0,1.53,4.33,5.75,1.55,4.5,5.25,1.52,4.34,5.58,1.42,4.75,7.5,1.44,4.8,7.5,1.42,4.7,7.02
F1,18/01/2026,16:15,Nantes,Paris FC,1,2,A,0,1,A,5,10,1,3,16,14,1,2,1,3,0,0,3,3.2,2.45,3,3.25,2.37,2.98,3.21,2.38,2.5,2.9,2.7,2.75,3.25,2.85,2.62,3.15,2.73
F1,18/01/2026,16:15,Rennes,Le Havre,1,1,D,0,0,D,19,7,7,4,18,14,10,6,1,4,0,0,1.67,3.9,5.25,1.68,4,4.8,1.64,3.9,4.98,1.62,4.2,5,1.62,4.33,5.5,1.59,4.22,5.14
F1,18/01/2026,19:45,Lyon,Brest,2,1,H,2,0,H,19,5,6,2,18,9,5,0,2,0,0,1,1.67,4,5,1.63,4.2,4.8,1.62,4.02,5.02,1.67,3.9,5.25,1.7,4,5.5,1.64,3.87,5.16
F1,23/01/2026,19:00,Auxerre,Paris SG,0,1,A,0,0,D,8,16,0,8,10,12,2,7,0,1,0,0,11,5.5,1.29,9,5.75,1.31,9.62,5.6,1.29,8,5,1.38,9.5,5.25,1.38,8.24,5.01
F1,24/01/2026,16:00,Rennes,Lorient,0,2,A,0,1,A,22,6,5,4,18,7,9,3,2,0,0,0,1.85,3.7,4.1,1.9,3.6,3.8,1.86,3.59,3.97,1.8,3.7,4.33,1.81,3.85,4.6,1.76,3.7,4.42
F1,24/01/2026,18:00,Le Havre,Monaco,0,0,D,0,0,D,7,10,1,2,9,20,5,6,0,3,0,0,3.4,3.8,2,3.3,3.8,2.05,3.38,3.71,1.99,4,3.9,1.8,4.4,4,1.83,4.1,3.89
F1,24/01/2026,20:05,Marseille,Lens,3,1,H,2,0,H,10,7,5,2,18,16,2,2,0,3,0,0,2,3.75,3.4,2.05,3.75,3.3,1.99,3.65,3.43,2.05,3.8,3.25,2.16,3.8,3.4,2.07,3.72,3.22
F1,25/01/2026,14:00,Nantes,Nice,1,4,A,1,3,A,20,7,5,4,11,15,4,2,2,3,0,0,2.9,3.5,2.38,2.95,3.6,2.25,2.88,3.4,2.34,2.7,3.3,2.63,2.8,3.4,2.63,2.7,3.34,2.55
F1,25/01/2026,16:15,Brest,Toulouse,0,2,A,0,2,A,13,8,5,5,16,16,3,2,2,3,0,0,2.8,3.1,2.7,2.7,3.1,2.7,2.73,3.03,2.69,2.9,2.9,2.63,3.14,3,2.66,2.98,2.89,2.62
F1,25/01/2026,16:15,Metz,Lyon,2,5,A,1,4,A,15,13,6,10,10,5,6,4,1,0,0,0,4.75,3.9,1.7,4.5,4,1.7,4.54,3.85,1.7,5.25,3.75,1.67,5.33,3.8,1.69,5.18,3.72
F1,25/01/2026,16:15,Paris FC,Angers,0,0,D,0,0,D,8,7,1,1,14,7,2,1,1,1,0,0,1.83,3.4,4.75,1.87,3.5,4.2,1.82,3.39,4.5,1.9,3.3,4.5,1.91,3.4,4.75,1.87,3.32,4.41
F1,25/01/2026,19:45,Lille,Strasbourg,1,4,A,0,2,A,20,15,6,6,11,13,8,1,2,2,0,0,2,3.5,3.6,2,3.6,3.5,2,3.52,3.51,2.4,3.3,2.95,2.54,3.3,2.95,2.46,3.21,2.89
